Шашлык из свинины,100,"26,50","23,10","0,00",324,мясо,,,,,,,,,,,,,,
Шелковица,100,"0,70","0,00","12,00",50,ягоды,,,,,,,,,,,,,,
Шерри 20% алкоголя,100,"0,00","0,00","10,00",152,алкоголь,,,,,,,,,,,,,,
Шиповник свежий,100,"1,60","0,00","10,00",51,ягоды,,,,,,,,,,,,,,
Шиповник сушеный,100,"3,40","0,00","21,50",110,сухофрукты,,,,,,,,,,,,,,
Шиповниковый сок,100,"0,10","0,00","17,60",70,соки,,,,,,,,,,,,,,
Шницель,100,"17,60","25,10","10,20",338,смеш.блюда,,,,,,,,,,,,,,
Шницель свиной,100,"18,80","32,10","9,80",404,смеш.блюда,,,,,,,,,,,,,,
Шоколад без добавлений,100,"7,10","32,00","54,60",535,сладости,,,,,,,,,,,,,,
"Шоколад горький 87% ""Русский шоколад""",100,"10,40","53,00","23,70",613,сладости,,,,,,,,,,,,,,
Шоколад молочно-ореховый,100,"7,30","34,50","53,10",544,сладости,,,,,,,,,,,,,,
Шоколад молочно-сливочный,100,"7,60","37,20","50,80",560,сладости,,,,,,,,,,,,,,
Шоколад молочный,100,"6,90","35,70","52,40",550,сладости,,,,,,,,,,,,,,
Шоколад пористый молочный,100,"6,90","35,50","52,30",549,сладости,,,,,,,,,,,,,,
Шоколад с дробленым и целым орехом,100,"6,60","40,90","48,00",580,сладости,,,,,,,,,,,,,,
"Шоколад черный пористый ""Русский шоколад""",100,"6,10","30,70","55,20","521,5",сладости,,,,,,,,,,,,,,
Шпик свиной (без шкурки),100,"1,40","90,00","0,00",816,масла,,,,,,,,,,,,,,
Шпинат,100,"3,00","0,20","2,10",22,овощи,"55,00",819,"1,89E-03",,,,,,,,80,,"0,415",
Шпроты,100,"17,40","32,40","0,40",563,рыба,,,,,,,,,,,,,,
Щавель,100,"1,50","0,00","3,00",19,овощи,,,,,,,,,,,,,,
Щи из квашеной капусты с картофелем,100,"0,60","2,10","2,70",32,супы,,,,,,,,,,,,,,
Щи из свежей капусты,100,"2,60","5,30","9,00",94,супы,,,,,,,,,,,,,,
Щи из свежей капусты,100,"0,90","2,10","3,10",31,супы,,,,,,,,,,,,,,
Щи из свежей капусты с картофелем,100,"1,00","2,10","3,80",38,супы,,,,,,,,,,,,,,
Щи суточные,100,"0,60","2,80","1,50",34,супы,,,,,,,,,,,,,,
Щука,100,"21,30","1,30","0,00",97,рыба,,,,,,,,,,,,,,
Щука в томатн.соусе,100,"14,20","4,00","3,60",108,рыба,,,,,,,,,,,,,,
Эскалоп,100,"18,00","32,60","0,00",366,мясо,,,,,,,,,,,,,,
Эскимо,100,"3,50","20,00","19,60",270,сладости,,,,,,,,,,,,,,
Яблоки,100,"0,20","0,36","8,00",37,фрукты,"10,00",,"5,80E-04",,,,,,,"0,08",2,,"2,89E-03",
Яблоки сушеные,100,"2,28","0,00","60,83",259,сухофрукты,,,,,,,,,,,,,,
Яблочный сок,100,"0,50","0,00","9,10",38,соки,,,,,,,,,,,,,,
Язык говяжий,100,"12,20","10,90","0,00",146,мясо,,,,,,,,,,,,,,
Яичница-глазунья,100,"12,90","20,90","0,90",243,яйца,,,,,,,,,,,,,,
Яичный белок,100,"10,52","0,00","1,03",50,яйца,,,,,,"0,6",,39,"0,2","0,01","1,1","0,08",,7
Яичный желток,100,"16,76","30,87","1,78",358,яйца,,584,,"7,7","0,2","0,3",,800,4,"0,5","22,4",,"0,147",56
Яичный порошок,100,"46,00","37,30","4,50",542,яйца,,,,,,,,,,,,,,
Яйца куриные вареные вкрутую,100,"13,00","11,60","0,80",160,яйца,,"250,00",,"2,2",,,,,,"0,14",7,"0,52","0,05",
Яйца куриные вареные всмятку,100,"12,80","11,60","0,80",159,яйца,,,,,,,,,,,,,,
Яйца куриные сырые,100,"12,70","11,50","0,70",157,яйца,,,,,,,,,,,,,,
Ячневая крупа,100,"10,00","1,30","66,30",324,"каши, крупы",,,,,,,,,,,,,,
